GeneID,SMTSISCH_Correlation,SMTSISCH_Pvalue,SMTSPAX_Correlation,SMTSPAX_Pvalue
ENSG00000001626,-0.39607599424424,1.05970315999405e-16,0.0373404176206639,0.453616050828925
ENSG00000002726,-0.481430675113338,6.04057333263029e-25,0.0241706590126143,0.627681635252645
ENSG00000006747,-0.483729288109489,3.3522770762882e-25,0.0279402127862863,0.575031056730455
ENSG00000007306,-0.50954555924857,3.28222126264145e-28,0.0087562774654763,0.860548962579486
ENSG00000007952,-0.345894336417244,7.46595848179354e-13,0.0488880309489545,0.326396183685548
ENSG00000008323,-0.430741038458497,9.02843839857832e-20,0.033387144529137,0.502849241159316
ENSG00000011083,-0.425177268630099,2.9686604666611e-19,0.0798717281974864,0.108497227648219
ENSG00000012504,-0.430775866821886,8.96079255476016e-20,0.0417879357900926,0.401619079853849
ENSG00000012817,0.132661450992532,0.00743616603790264,-0.0110649100767205,0.824317337092333
ENSG00000039068,-0.428452829197374,1.4769841355038e-19,0.0276222919990778,0.579390294181533
ENSG00000039987,-0.448807815720897,1.62058406019278e-21,0.0338438340899045,0.497021613956507
ENSG00000043039,-0.419480839716733,9.81761721571688e-19,0.0456496132797075,0.359499583738837
ENSG00000046604,-0.451369523133417,8.98596789969209e-22,0.0033383780464387,0.946600732258068
ENSG00000048462,-0.0957707113152849,0.053828904690617,0.0543781872123271,0.27493620595489
ENSG00000049283,-0.400682127355116,4.34123325649831e-17,0.0574114974607567,0.249007249906523
ENSG00000052344,-0.432051087402752,6.79978763699496e-20,0.015769508305008,0.751703453291074
ENSG00000057294,-0.358645266064085,9.08098993110352e-14,0.0202924236861294,0.683892783678826
ENSG00000059915,0.350139241574448,3.74167734470106e-13,0.0137546232502077,0.782575753486017
ENSG00000060140,-0.445554436958209,3.40269080970131e-21,0.0182127557630774,0.714796352286496
ENSG00000064270,-0.355110782932075,1.64398540541404e-13,0.0549028371814411,0.270324821048658
ENSG00000064787,-0.412901956703095,3.79973192310843e-18,0.0473119223813175,0.342252953847076
ENSG00000065618,-0.503827396490789,1.60297004487045e-27,0.0201155913878783,0.686500934537185
ENSG00000066248,-0.359163557212193,8.31888060642673e-14,0.0416436146649814,0.403248341319791
ENSG00000067048,0.161782791010122,0.00107032215327729,-0.0211298666775645,0.671592509604298
ENSG00000069812,-0.424484492828321,3.4376471686956e-19,0.0565906886529373,0.25584928215745
ENSG00000070019,-0.406416365916758,1.40158206871412e-17,0.0374130404419479,0.452737707601873
ENSG00000071203,-0.453794620162763,5.11816023947337e-22,0.0346496342763913,0.486827207867723
ENSG00000073737,-0.49534577281031,1.59559151683368e-26,0.00679817971817653,0.891513415353212
ENSG00000074276,-0.492319358039507,3.56723608546201e-26,0.0168200135101521,0.735759691959236
ENSG00000076826,-0.395758090338574,1.12644783550784e-16,0.040842268831799,0.412366369226232
ENSG00000079112,-0.422108657065793,5.67030383667541e-19,0.0354465741355027,0.476856659227058
ENSG00000079385,-0.462222786792906,6.98550619907682e-23,-0.000365168345530067,0.994154624367813
ENSG00000080031,-0.428986876760506,1.31713627499021e-19,0.0265673168420524,0.593965383213283
ENSG00000080493,-0.418919191554634,1.10328844559597e-18,0.0368016148438816,0.460162481900718
ENSG00000083307,-0.379624161959944,2.29590863197188e-15,0.0406061874431981,0.415075640713879
ENSG00000085552,-0.480025595921693,8.63882627586753e-25,0.0421199369401881,0.397886044685564
ENSG00000085831,-0.417684955973386,1.42473027802369e-18,0.0214587553830654,0.666785465544036
ENSG00000086548,-0.48595056668863,1.88956698684933e-25,-0.0129610188725144,0.794832762218991
ENSG00000086696,-0.337826260515598,2.69726357414193e-12,0.0317030299366525,0.524646636760069
ENSG00000090402,-0.43811505705491,1.80130556464374e-20,0.00955308822342942,0.848006699296143
ENSG00000091138,-0.534092006831597,2.55176710442525e-31,0.0128056005360123,0.797239181016995
ENSG00000091482,0.377014864346932,3.68115633102527e-15,0.0296999287912659,0.551186150574286
ENSG00000095110,-0.353268412519606,2.23352882646482e-13,0.0530407196138347,0.286932765573662
ENSG00000095539,-0.411037705909471,5.54576573475249e-18,0.0606460790772941,0.223289440826688
ENSG00000095932,-0.424642393753652,3.32472116619259e-19,0.0152624345990414,0.759437858074955
ENSG00000096696,-0.384791554747453,8.90134816645231e-16,0.0119215711335206,0.81096294516808
ENSG00000099617,-0.433571405414418,4.88589885882756e-20,0.0250751887265927,0.614860328141507
ENSG00000099725,0.123635609172136,0.0126640434402662,0.00139854917474131,0.977615667730316
ENSG00000099834,-0.480270606980711,8.11731787923252e-25,0.0327791667505263,0.510662871526582
ENSG00000100170,-0.433006874134692,5.52500861990803e-20,-0.00971239543422311,0.845503598768468
ENSG00000100290,-0.284478257638037,5.3659744853915e-09,0.0161355842633284,0.746135042726874
ENSG00000101049,-0.445968647840381,3.09741325034099e-21,0.0610593243376656,0.220145415039722
ENSG00000101076,-0.390077960065681,3.31805575675944e-16,0.032993170050732,0.507905344706895
ENSG00000101188,0.318509240248658,5.03577495296617e-11,0.00396403523280313,0.936612331986028
ENSG00000101213,-0.401684087552683,3.5686460202096e-17,0.0380174070196286,0.445465370409009
ENSG00000103067,-0.367454364520927,2.00274248240741e-14,0.0408056237558737,0.41278622223293
ENSG00000103089,-0.377026428553631,3.67349660639168e-15,0.0209256798716308,0.674583671421712
ENSG00000103534,-0.422445718445499,5.28294519390173e-19,0.0136160488681317,0.784712220199615
ENSG00000105357,-0.426724127694392,2.1369554076379e-19,0.0298651538459618,0.548972402264553
ENSG00000105523,-0.373854368088109,6.48438566423212e-15,0.0354359741618077,0.476988540882905
ENSG00000105699,-0.434102808720264,4.35108451789634e-20,0.0219817857991045,0.659168904397248
ENSG00000105755,-0.423787077392153,3.98327610232843e-19,0.0338775171752282,0.496593222183736
ENSG00000106258,-0.387047561701541,5.854712263142e-16,0.0239956175785865,0.630175915912796
ENSG00000106384,-0.439996811602205,1.18629812967321e-20,0.0426199879042282,0.392302932726342
ENSG00000106789,-0.427437858492749,1.83516279857706e-19,0.0190373327661242,0.702484060744157
ENSG00000107954,-0.404231907649843,2.16163760420439e-17,0.0604569063905527,0.224739321121818
ENSG00000108187,-0.44835612646006,1.79723607507581e-21,0.0371850267715165,0.455498652838501
ENSG00000108352,-0.412875512171612,3.82022947360914e-18,0.053747586009783,0.280549274039734
ENSG00000108375,-0.275803439663581,1.6034764986265e-08,0.044889657577365,0.367562259222871
ENSG00000109182,-0.41303952798581,3.69483096521496e-18,0.0615657858440998,0.216335503282226
ENSG00000109705,0.385016292154777,8.53872960230251e-16,0.0267989965302962,0.590750305870398
ENSG00000110013,-0.406711518015981,1.32156495927829e-17,0.0468183194502228,0.347318221251069
ENSG00000110723,-0.413852773298501,3.13044690819196e-18,0.0534903242939194,0.282861311615551
ENSG00000110777,-0.00543539990970548,0.91305701985059,0.0284240596185783,0.568426498342155
ENSG00000111319,-0.43781715325604,1.92398043035012e-20,0.0211884394884269,0.670735421055257
ENSG00000111696,0.198616076976411,5.58047017098769e-05,0.0206737327023502,0.678281549657902
ENSG00000111863,-0.41072234791917,5.91068432963925e-18,0.0390170779069643,0.433583160042354
ENSG00000112812,-0.354080690556483,1.95172651837989e-13,0.0314614443413906,0.527812540303669
ENSG00000112818,-0.511559228112902,1.86426216993497e-28,0.0182281808127622,0.714565338998682
ENSG00000113196,0.336612208326025,3.26191794550764e-12,0.0164366764338487,0.741564970091384
ENSG00000113303,-0.515367085094979,6.33093079326438e-29,0.0248841496352138,0.617558652852043
ENSG00000113924,-0.46982693662874,1.10403959350609e-23,-0.0073823876334678,0.882255556106908
ENSG00000114248,-0.410050820681003,6.76821903898193e-18,0.0520413882852299,0.296122906760165
ENSG00000114374,0.207021142897334,2.62088255948739e-05,-0.0118512204893238,0.812057626433893
ENSG00000114455,-0.467214100620155,2.09194339882727e-23,0.0195757447192728,0.694486213854082
ENSG00000114529,-0.361584941196815,5.51182202291124e-14,-0.00433094619635686,0.93075924439818
ENSG00000115112,-0.455480674792618,3.45146476496285e-22,0.0350662489061811,0.481600975827552
ENSG00000115221,-0.443681676157303,5.19637302142001e-21,0.0302483091742892,0.543855622934477
ENSG00000115263,-0.326043136185281,1.64802779485852e-11,0.0385360596427357,0.439277666033982
ENSG00000115339,-0.393916321202121,1.60262604591895e-16,0.0160996707115982,0.746680747997936
ENSG00000115616,-0.412465146486232,4.15260456948671e-18,0.0306672182278474,0.538288557532968
ENSG00000116299,-0.340645700769269,1.72908506171186e-12,0.0305388507743859,0.53999145741111
ENSG00000116771,-0.335410514037824,3.9339307874112e-12,0.055120298470479,0.268429032847682
ENSG00000117115,-0.403557527784966,2.46941051402011e-17,0.058387700175448,0.24103713449438
ENSG00000117472,-0.470221611305726,1.00195923685459e-23,0.0211763955532246,0.670911623627394
ENSG00000117480,-0.370639459029241,1.14616247465566e-14,0.0661872711761275,0.183737724319502
ENSG00000117620,-0.437300714091691,2.15643863369451e-20,0.031309151874185,0.529813259318818
ENSG00000117983,-0.359493464087147,7.86678432599805e-14,0.0356672881425784,0.47411512670152
ENSG00000118322,-0.403398217972909,2.54818383265791e-17,0.022677414772022,0.649093323033294
ENSG00000119042,-0.401258011190533,3.87909962342271e-17,0.0600226741681795,0.228092731936205
ENSG00000119431,-0.43310052224625,5.4135661378807e-20,0.0581630349557947,0.242855344465128
ENSG00000120658,0.397281938058822,8.4003314031681e-17,-0.00645936152041335,0.896889459462008
ENSG00000121380,-0.376854971813917,3.78868306326675e-15,0.0503426865139906,0.312190401541209
ENSG00000121577,0.353516846798887,2.14335961307349e-13,0.0219521297626619,0.659599835487122
ENSG00000121900,-0.393265412499702,1.81434115012404e-16,0.010248332574418,0.8370942735047
ENSG00000122971,-0.461890549299286,7.5639592108611e-23,0.0582238825866591,0.242361960242277
ENSG00000123836,-0.450741442884203,1.03886137535826e-21,0.0341115786585971,0.493621781296962
ENSG00000124429,-0.372769591125732,7.86406262561911e-15,0.0244000659351426,0.624419074249575
ENSG00000124839,-0.39243488030134,2.12472822788389e-16,0.0326402199133417,0.512457427997327
ENSG00000125775,-0.420361772175819,8.17182979851362e-19,0.015604454392073,0.754218339778738
ENSG00000125798,-0.350327101470064,3.62813957944865e-13,0.0196446247569467,0.693465452612315
ENSG00000125850,-0.364101003069888,3.58032959248154e-14,0.044828773513062,0.368213022215148
ENSG00000126460,-0.446750880491946,2.59269992319872e-21,0.0282876341961647,0.570285057453497
ENSG00000126562,-0.336871695303582,3.13227267034134e-12,0.0478942249363837,0.336338306805774
ENSG00000128266,0.341865571030909,1.42448352956647e-12,-0.00116363073366772,0.981374881067197
ENSG00000128311,-0.467846033026916,1.79323572497759e-23,0.0405680271595036,0.415514550195689
ENSG00000128596,0.412331675485026,4.26671835431446e-18,-0.0215256970784771,0.665808703532653
ENSG00000129354,-0.357868322109258,1.0353085120043e-13,0.038477988144412,0.439968024743727
ENSG00000129514,-0.355168607218153,1.62819599872792e-13,0.0394435232524773,0.428570464288385
ENSG00000129824,0.145056736276365,0.00339716803750112,-0.0141368049312444,0.776691984565981
ENSG00000130055,-0.505121728304183,1.12242689321847e-27,0.0250468721966585,0.615259957560263
ENSG00000130226,0.252912913473468,2.41027627740992e-07,0.00770549372696641,0.87714213158039
ENSG00000130545,-0.393811802668803,1.63490679395558e-16,0.00964398526054222,0.846578298810454
ENSG00000130768,-0.423388874932181,4.33215392706496e-19,0.0427573891258464,0.390777165812087
ENSG00000130822,0.403912066660558,2.30259340015416e-17,0.0127610305996527,0.797929634838905
ENSG00000131002,0.09603778476027,0.0531607316139755,-0.000637388803726617,0.989797283716295
ENSG00000131069,-0.4549558718955,3.90270191327808e-22,0.0231260099857412,0.642629428027994
ENSG00000131096,-0.365837801112451,2.65227829935734e-14,0.0525361930860751,0.291548286609132
ENSG00000132437,-0.354966793119434,1.68395720217316e-13,0.0559765043196399,0.261053333191394
ENSG00000132744,-0.353861189077045,2.02424736902083e-13,0.0365893428038183,0.462755967503075
ENSG00000133135,-0.444765562800922,4.06833916334392e-21,0.0365536812652069,0.463192466467265
ENSG00000133477,-0.440314780952833,1.10517527045483e-20,0.0520953723540632,0.295621494530716
ENSG00000134028,0.0967739915019769,0.0513545235223748,0.0851660306105162,0.0869432981609436
ENSG00000134184,0.0929160464170255,0.0614168738167596,0.0253112701799506,0.611532965534783
ENSG00000134398,-0.341400117560538,1.53395484152025e-12,0.0465869618412654,0.349708644102449
ENSG00000134709,-0.394084807595773,1.55190203560955e-16,0.0311165763424362,0.532348677180748
ENSG00000134716,-0.393368447372663,1.77908599576093e-16,0.0396188605818317,0.426519226590497
ENSG00000134755,-0.479963296426068,8.77662097097463e-25,0.00781565852152292,0.875399837474585
ENSG00000135052,-0.395263839211247,1.2385003591322e-16,0.0390795251000033,0.432847014255865
ENSG00000135220,-0.421212478110312,6.84138558819475e-19,0.0361550378968613,0.468087412618858
ENSG00000135333,0.213682763794965,1.40824686118764e-05,0.0241719421442226,0.627663366656527
ENSG00000135362,-0.386541688167213,6.43320039839282e-16,0.0619437433554212,0.213523251272788
ENSG00000135373,-0.345107109789687,8.47671977891424e-13,0.0277437988131635,0.577722404450794
ENSG00000135549,-0.392316936354609,2.17283816091455e-16,0.0404776872997908,0.416554703354179
ENSG00000135702,-0.410318278636282,6.4129323015558e-18,0.0350595720604034,0.481684493176291
ENSG00000135773,-0.435748174229018,3.03491311816687e-20,0.0396858812661008,0.425736673715188
ENSG00000135916,-0.431711141131211,7.31972344610035e-20,0.0141777274673055,0.776062722636558
ENSG00000136542,-0.422367645053537,5.37028344314816e-19,0.0217685131015264,0.662270465753408
ENSG00000136883,-0.26052301568467,1.00705165253744e-07,0.0476936061839476,0.338368619685365
ENSG00000137251,-0.464024206863805,4.53104762814022e-23,0.019350556337983,0.697827217460742
ENSG00000137440,-0.401227053182875,3.90266371545205e-17,-0.0310207812513274,0.533612175089546
ENSG00000137648,-0.386033246618449,7.07107013245525e-16,0.0272329215434855,0.584750182434389
ENSG00000137825,-0.420544745827848,7.8657221454421e-19,0.0401630236381168,0.420189600164772
ENSG00000139044,-0.391537122633171,2.51896288391494e-16,0.0241430853604765,0.628074270254516
ENSG00000139540,-0.361053270686477,6.0350138938527e-14,0.0561251454771464,0.25978724111809
ENSG00000140284,-0.442573077253873,6.66827613820521e-21,0.0343292051793355,0.490867514912365
ENSG00000140297,-0.468693441978025,1.45777463464362e-23,0.00379138643499582,0.939367684528225
ENSG00000140832,-0.460498596104976,1.05462085423471e-22,0.0367117764116632,0.461259114796675
ENSG00000142484,-0.402837573522524,2.84554603191176e-17,0.0245950804914365,0.621651385409647
ENSG00000142677,-0.432653878651674,5.96575547684707e-20,-0.00127005366382374,0.979671823346614
ENSG00000142959,-0.508469319357866,4.43401321833646e-28,0.0550427193243642,0.26910430721395
ENSG00000143167,-0.440671080578497,1.02075530973463e-20,0.0295082450115378,0.553759870511008
ENSG00000143375,-0.432662488199665,5.9546046841907e-20,0.0277158075643162,0.578106432778249
ENSG00000143416,-0.510181412997811,2.74645387363212e-28,0.0678035516156778,0.173238806259348
ENSG00000144045,-0.393511640826138,1.73120486181998e-16,0.0612883391972854,0.218416727407333
ENSG00000144852,-0.427053877004692,1.99189573747856e-19,0.0367120677220904,0.46125555650142
ENSG00000145113,-0.367310925592131,2.05341866798465e-14,0.0329922146457349,0.507917638198146
ENSG00000145384,-0.354449305476691,1.83562095881389e-13,0.065547247282385,0.188022426462025
ENSG00000145687,0.403527640984996,2.4840038413194e-17,0.0159013567617161,0.749696394466847
ENSG00000146039,-0.47894165932491,1.13717996049808e-24,0.0522715397844024,0.293989166417589
ENSG00000146205,-0.367027239638142,2.15737111587339e-14,0.0551001144696809,0.268604609321031
ENSG00000148483,-0.507916810275501,5.17223098929929e-28,0.0346007225475684,0.487442778393962
ENSG00000148584,-0.445285444059721,3.61662678150272e-21,0.054051553184739,0.277834012661955
ENSG00000150625,0.273944639103839,2.01746001129102e-08,0.0280623258299249,0.573360794865591
ENSG00000151067,0.324992226797003,1.92948942235593e-11,0.00114329111058716,0.981700380485426
ENSG00000151715,-0.458076868932964,1.87353179698142e-22,0.0188913036460249,0.704658966180978
ENSG00000151882,-0.429733832283864,1.12177437567723e-19,0.0371612348734281,0.455787284350396
ENSG00000152766,-0.307561096665924,2.41672962818635e-10,-0.00900746791424234,0.85659113971393
ENSG00000152939,-0.440799923193173,9.91819262410714e-21,0.0396024261520975,0.426711247241215
ENSG00000153303,-0.401158519943759,3.9553302210009e-17,0.0499737231387032,0.315754588909471
ENSG00000154165,0.121243681306008,0.0145059329303023,0.0123096344836032,0.804931211885119
ENSG00000154274,-0.377946290360451,3.11176815800553e-15,0.0236248361876371,0.635473289208929
ENSG00000154639,-0.406983098320292,1.2519154554904e-17,0.0121425681650207,0.807526556286694
ENSG00000154914,-0.397247453703319,8.4564301863361e-17,0.0304517921553923,0.541147888059665
ENSG00000155850,-0.486436070471507,1.66609874082479e-25,0.0627340390031954,0.207728075594929
ENSG00000156006,-0.461536182777286,8.23303916037575e-23,0.0460594983712101,0.355197263381984
ENSG00000156218,0.41175208448806,4.79908330363884e-18,0.0164454509751438,0.741431922502065
ENSG00000156284,-0.485070901766987,2.37235306902112e-25,0.0357346135750988,0.473280584965058
ENSG00000156413,-0.424226478779882,3.63034728406355e-19,0.0432851018806176,0.384950660220014
ENSG00000156966,-0.402297753942479,3.16398469407431e-17,-0.0149912145931143,0.76358469842301
ENSG00000157111,-0.440282350884537,1.11319222276121e-20,0.032307095531399,0.516773171636658
ENSG00000157600,-0.54395611230865,1.21341290006423e-32,0.00711656256543188,0.886466138896378
ENSG00000158125,-0.454777450338219,4.06898667389482e-22,0.00962686022119614,0.846847371805396
ENSG00000158158,-0.425506936694823,2.76819003447723e-19,0.0277709287800805,0.577350306750831
ENSG00000158315,-0.388729538842181,4.27500425344326e-16,0.0534086074856313,0.283598393541935
ENSG00000160190,-0.4233757200414,4.34417837723853e-19,0.0118617588274967,0.81189362274792
ENSG00000160471,-0.3852837043284,8.1261117792382e-16,0.0895273914114445,0.0718999954120237
ENSG00000161013,-0.413038961518556,3.6952570125301e-18,0.0484649438051623,0.330605292037124
ENSG00000162069,-0.398810920012212,6.2487026293334e-17,0.0454957453855411,0.361123028631024
ENSG00000162366,-0.397642831743202,7.8347343995067e-17,0.00458055964435611,0.926779438416379
ENSG00000162460,-0.495299818002211,1.61530088864172e-26,0.0292101820394553,0.55777354404836
ENSG00000162522,-0.451682136852221,8.35916473561583e-22,0.0315354913179229,0.526841147699914
